#eta,etabin,lut,func
18,4,153,154.71
22,5,534,534.339
11,2,237,238.083
8,1,74,75.8056
8,1,817,788.437
-9,2,643,635.838
-33,8,66,69.8054
-8,1,1220,1163.72
-4,0,1059,1022.26
-27,6,37,39.0688
-27,6,37,39.0688
-4,0,1059,1022.26
-8,1,1220,1163.72
7,1,44,45.0736
14,3,18,18.5311
-28,6,104,105.979
-5,1,38,38.9272
-16,3,16,16.4721
-10,2,6,6.11426
14,3,18,18.5311
7,1,44,45.0736
-5,1,38,38.9272
-10,2,6,6.11426
-16,3,16,16.4721
-28,6,104,105.979
10,2,117,118.295
19,4,49,49.9252
-8,1,1607,1546.04
-18,4,1487,1414.68
-2,0,380,380.979
-1,0,79,81.162
-9,2,74,75.4092
-24,5,62,63.4334
10,2,117,118.295
19,4,49,49.9252
-1,0,79,81.162
-9,2,74,75.4092
-2,0,380,380.979
-18,4,1487,1414.68
-8,1,1607,1546.04
-24,5,62,63.4334
-12,2,218,218.491
-11,2,128,128.686
-11,2,128,128.686
-12,2,218,218.491
5,1,26,26.6344
-32,7,58,59.8332
5,1,26,26.6344
-32,7,58,59.8332
26,6,432,432.467
13,3,371,371.969
28,6,118,119.623
22,5,62,63.4334
13,3,48,49.4163
-7,1,101,102.336
-17,4,39,39.5241
-17,4,31,31.2032
13,3,48,49.4163
13,3,371,371.969
22,5,62,63.4334
26,6,432,432.467
28,6,118,119.623
-17,4,31,31.2032
-17,4,39,39.5241
-7,1,101,102.336
25,6,825,812.52
10,2,580,580.258
25,6,825,812.52
10,2,580,580.258
16,3,1930,1863.19
1,0,1541,1496.3
21,5,42,42.971
3,0,25,24.9729
13,3,20,20.5901
18,4,19,18.7219
-7,1,296,296.364
-7,1,227,228.076
-6,1,36,36.8784
1,0,1541,1496.3
13,3,20,20.5901
21,5,42,42.971
18,4,19,18.7219
3,0,25,24.9729
16,3,1930,1863.19
-6,1,36,36.8784
-7,1,227,228.076
-7,1,296,296.364
-8,1,258,258.696
-25,6,253,253.609
-16,3,187,188.418
-23,5,114,114.732
-28,6,62,63.9307
-25,6,253,253.609
-23,5,114,114.732
-8,1,258,258.696
-16,3,187,188.418
-28,6,62,63.9307
14,3,36,37.0622
-28,6,344,345.536
-8,1,175,176.272
-4,0,63,64.5134
-18,4,21,20.8022
-13,3,14,14.4131
14,3,36,37.0622
-13,3,14,14.4131
-18,4,21,20.8022
-4,0,63,64.5134
-8,1,175,176.272
-28,6,344,345.536
28,6,70,71.0342
4,0,53,54.108
16,3,50,51.4753
12,2,20,20.3809
25,6,6,7.10342
-28,6,644,642.05
-15,3,440,439.662
-27,6,227,226.999
-22,5,14,14.3237
-28,6,9,10.6551
-18,4,9,8.32086
25,6,6,7.10342
4,0,53,54.108
12,2,20,20.3809
16,3,50,51.4753
28,6,70,71.0342
-18,4,9,8.32086
-22,5,14,14.3237
-15,3,440,439.662
-27,6,227,226.999
-28,6,9,10.6551
-28,6,644,642.05
29,7,108,109.694
20,4,75,76.968
-17,4,23,22.8824
-4,0,15,14.5675
29,7,108,109.694
20,4,75,76.968
-17,4,23,22.8824
-4,0,15,14.5675
24,5,203,205.014
13,3,26,26.7672
-27,6,352,353.152
-24,5,66,67.5259
-10,2,30,30.5713
-9,2,14,14.2666
13,3,26,26.7672
24,5,203,205.014
-9,2,14,14.2666
-10,2,30,30.5713
-27,6,352,353.152
-24,5,66,67.5259
8,1,20,20.488
-24,5,374,375.367
-11,2,283,284.317
-4,0,71,72.8377
8,1,20,20.488
-11,2,283,284.317
-4,0,71,72.8377
-24,5,374,375.367
18,4,418,417.545
6,1,378,378.278
6,1,378,378.278
18,4,418,417.545
28,6,331,332.471
31,7,172,173.801
7,1,12,12.2928
-16,3,26,26.7672
-12,2,24,24.457
31,7,172,173.801
7,1,12,12.2928
28,6,331,332.471
-12,2,24,24.457
-16,3,26,26.7672
18,4,268,268.739
26,6,159,160.077
18,4,139,140.864
-21,5,30,30.6936
18,4,268,268.739
18,4,139,140.864
26,6,159,160.077
-21,5,30,30.6936
10,2,18,18.3428
-22,5,465,464.529
-5,1,445,444.764
10,2,18,18.3428
-5,1,445,444.764
-22,5,465,464.529
2,0,11,10.4054
2,0,11,10.4054
22,5,173,173.39
28,6,44,46.1722
7,1,44,45.0736
-19,4,220,220.527
22,5,173,173.39
7,1,44,45.0736
28,6,44,46.1722
-19,4,220,220.527
28,6,159,160.077
3,0,156,158.151
7,1,140,141.812
3,0,57,58.2702
14,3,14,14.4131
-5,1,108,109.658
-3,0,27,27.054
-17,4,17,16.6417
14,3,14,14.4131
3,0,57,58.2702
3,0,156,158.151
7,1,140,141.812
28,6,159,160.077
-5,1,108,109.658
-17,4,17,16.6417
-3,0,27,27.054
28,6,104,105.979
29,7,23,24.2182
-3,0,113,114.06
-14,3,24,24.7081
29,7,23,24.2182
28,6,104,105.979
-14,3,24,24.7081
-3,0,113,114.06
-1,0,515,514.352
-13,3,424,424.272
-28,6,62,63.9307
-11,2,62,63.1807
-19,4,49,49.9252
-1,0,29,29.1351
-1,0,29,29.1351
-1,0,515,514.352
-5,1,22,22.5368
-13,3,424,424.272
-6,1,16,16.3904
-11,2,4,4.07617
-11,2,62,63.1807
-19,4,49,49.9252
-28,6,62,63.9307
9,2,80,81.5235
9,2,66,67.2569
15,3,64,65.8884
29,7,30,31.3412
5,1,22,22.5368
-5,1,107,108.452
5,1,22,22.5368
9,2,80,81.5235
9,2,66,67.2569
29,7,30,31.3412
15,3,64,65.8884
-5,1,107,108.452
22,5,52,53.2022
6,1,40,40.976
14,3,30,30.8852
-10,2,28,28.5332
6,1,40,40.976
14,3,30,30.8852
22,5,52,53.2022
-10,2,28,28.5332
9,2,495,494.11
7,1,442,441.624
7,1,170,170.986
12,2,95,96.4256
18,4,33,33.2834
14,3,16,16.4721
-2,0,583,584.035
-15,3,113,113.89
-2,0,33,33.2972
-18,4,17,16.6417
9,2,495,494.11
14,3,16,16.4721
18,4,33,33.2834
7,1,170,170.986
7,1,442,441.624
12,2,95,96.4256
-2,0,583,584.035
-2,0,33,33.2972
-18,4,17,16.6417
-15,3,113,113.89
18,4,767,738.229
9,2,581,581.361
9,2,581,581.361
18,4,767,738.229
-8,1,200,201.326
-32,7,158,159.555
-33,8,67,71.23
-10,2,16,16.3047
-10,2,16,16.3047
-32,7,158,159.555
-8,1,200,201.326
-33,8,67,71.23
4,0,134,135.506
29,7,59,61.2578
12,2,82,83.5615
25,6,50,51.4998
18,4,59,60.3262
12,2,42,42.7998
-29,7,51,52.7102
25,6,50,51.4998
29,7,59,61.2578
14,3,6,6.17703
18,4,59,60.3262
4,0,134,135.506
12,2,82,83.5615
12,2,42,42.7998
-29,7,51,52.7102
5,1,131,131.757
5,1,36,36.8784
-32,7,34,35.615
5,1,36,36.8784
5,1,131,131.757
-32,7,34,35.615
24,5,66,67.5259
16,3,66,67.9474
-5,1,1020,974.638
-6,1,1019,973.461
16,3,66,67.9474
24,5,66,67.5259
-5,1,1020,974.638
-6,1,1019,973.461
22,5,235,236.067
4,0,35,35.3783
3,0,33,33.2972
1,0,15,14.5675
-19,4,466,465.343
-28,6,445,445.504
-29,7,24,25.6428
-2,0,19,18.7297
1,0,15,14.5675
22,5,235,236.067
3,0,33,33.2972
4,0,35,35.3783
-29,7,24,25.6428
-2,0,19,18.7297
-19,4,466,465.343
-28,6,445,445.504
29,7,229,230.785
17,4,120,120.922
-1,0,57,58.2702
-25,6,43,44.3963
-18,4,47,47.8449
-4,0,37,37.4594
-25,6,27,28.4137
-10,2,30,30.5713
17,4,120,120.922
29,7,229,230.785
-1,0,57,58.2702
-25,6,27,28.4137
-25,6,43,44.3963
-10,2,30,30.5713
-18,4,47,47.8449
-4,0,37,37.4594
24,5,601,601.704
1,0,31,31.2162
19,4,25,24.9626
-13,3,541,541.301
-11,2,76,77.4473
-4,0,69,70.7566
-31,7,34,35.615
-3,0,43,43.7026
-14,3,36,37.0622
1,0,31,31.2162
19,4,25,24.9626
24,5,601,601.704
-13,3,541,541.301
-14,3,36,37.0622
-31,7,34,35.615
-3,0,43,43.7026
-11,2,76,77.4473
-4,0,69,70.7566
10,2,2113,2064.91
2,0,1800,1762.1
8,1,137,138.483
8,1,127,128.356
25,6,97,98.3696
29,7,61,62.6824
-31,7,244,245.031
-13,3,64,65.8884
-20,4,27,27.0428
25,6,97,98.3696
29,7,61,62.6824
2,0,1800,1762.1
10,2,2113,2064.91
14,3,62,63.8294
8,1,137,138.483
8,1,127,128.356
16,3,16,16.4721
24,5,34,34.7861
-13,3,64,65.8884
-31,7,244,245.031
-20,4,27,27.0428
3,0,352,353.493
27,6,260,261.33
1,0,99,100.962
-6,1,68,69.6592
1,0,99,100.962
3,0,352,353.493
27,6,260,261.33
-6,1,68,69.6592
-12,2,729,709.309
-5,1,598,596.213
-2,0,226,227.187
-16,3,228,228.393
-28,6,74,74.5859
-5,1,598,596.213
-2,0,226,227.187
-12,2,729,709.309
-16,3,228,228.393
-28,6,74,74.5859
27,6,60,62.1549
29,7,44,45.5872
8,1,46,47.1224
-26,6,295,296.453
-11,2,118,119.464
-28,6,84,85.241
-5,1,66,67.6104
-12,2,12,12.2285
29,7,44,45.5872
27,6,60,62.1549
8,1,46,47.1224
-5,1,66,67.6104
-26,6,295,296.453
-11,2,118,119.464
-12,2,12,12.2285
-28,6,84,85.241
4,0,102,103.394
4,0,39,39.5405
-29,7,262,263.551
-25,6,134,135.345
-31,7,52,54.1348
4,0,102,103.394
4,0,39,39.5405
-25,6,134,135.345
-29,7,262,263.551
-31,7,52,54.1348
15,3,429,428.663
8,1,276,277.02
6,1,151,152.763
32,7,104,105.42
10,2,106,107.577
20,4,23,22.8824
-2,0,742,726.382
-24,5,121,121.971
-28,6,79,79.9134
2,0,17,16.6486
6,1,151,152.763
10,2,106,107.577
15,3,429,428.663
32,7,104,105.42
8,1,276,277.02
20,4,23,22.8824
-2,0,742,726.382
-24,5,121,121.971
-28,6,79,79.9134
26,6,129,130.547
36,9,94,94.6384
12,2,92,93.8739
28,6,60,62.1549
10,2,66,67.2569
19,4,25,24.9626
-8,1,50,51.22
-6,1,36,36.8784
-9,2,34,34.6475
-18,4,33,33.2834
-3,0,31,31.2162
10,2,66,67.2569
26,6,129,130.547
19,4,25,24.9626
36,9,94,94.6384
12,2,92,93.8739
28,6,60,62.1549
-9,2,34,34.6475
-6,1,36,36.8784
-18,4,33,33.2834
-3,0,31,31.2162
-8,1,50,51.22
33,8,285,296.317
25,6,235,235.896
2,0,148,149.62
9,2,34,34.6475
9,2,34,34.6475
25,6,235,235.896
2,0,148,149.62
33,8,285,296.317
9,2,639,632.48
4,0,115,116.378
-14,3,600,601.828
-29,7,120,121.091
-7,1,22,22.5368
9,2,639,632.48
4,0,115,116.378
-29,7,120,121.091
-14,3,600,601.828
-7,1,22,22.5368
3,0,239,239.33
20,4,171,172.344
20,4,39,39.5241
10,2,20,20.3809
10,2,20,20.3809
3,0,239,239.33
20,4,171,172.344
20,4,39,39.5241
34,8,148,148.13
26,6,147,148.387
9,2,36,36.6856
21,5,6,6.13872
9,2,36,36.6856
21,5,6,6.13872
34,8,148,148.13
26,6,147,148.387
16,3,914,874.573
15,3,591,592.629
8,1,450,448.954
21,5,165,165.627
11,2,58,59.1045
20,4,43,43.6845
-9,2,76,77.4473
21,5,165,165.627
26,6,34,35.5171
11,2,58,59.1045
15,3,591,592.629
8,1,450,448.954
16,3,914,874.573
20,4,43,43.6845
-9,2,76,77.4473
5,1,423,422.836
4,0,17,16.6486
-15,3,538,537.904
-10,2,36,36.6856
5,1,423,422.836
4,0,17,16.6486
-10,2,36,36.6856
-15,3,538,537.904
14,3,340,341.754
31,7,105,106.845
13,3,52,53.5343
-2,0,269,269.603
-10,2,34,34.6475
13,3,52,53.5343
14,3,340,341.754
31,7,105,106.845
-2,0,269,269.603
-10,2,34,34.6475
4,0,261,261.537
-28,6,228,228.113
-9,2,48,48.9141
-9,2,26,26.4951
-12,2,22,22.419
4,0,261,261.537
-9,2,48,48.9141
-9,2,26,26.4951
-12,2,22,22.419
-28,6,228,228.113
24,5,224,225.404
28,6,175,176.231
11,2,131,132.091
15,3,114,115.13
13,3,64,65.8884
17,4,37,37.4439
-36,9,97,97.3815
13,3,64,65.8884
17,4,37,37.4439
11,2,131,132.091
15,3,114,115.13
24,5,224,225.404
28,6,175,176.231
-36,9,97,97.3815
-19,4,195,195.642
-26,6,166,167.028
-37,9,120,120.698
-26,6,166,167.028
-19,4,195,195.642
-37,9,120,120.698
5,1,16,16.3904
-19,4,217,217.557
-12,2,134,134.346
5,1,16,16.3904
-19,4,217,217.557
-12,2,134,134.346
35,8,63,64.4638
14,3,50,51.4753
-28,6,108,109.737
-24,5,58,59.341
-16,3,56,57.6523
-18,4,31,31.2032
14,3,50,51.4753
35,8,63,64.4638
-18,4,31,31.2032
-16,3,56,57.6523
-24,5,58,59.341
-28,6,108,109.737
6,1,164,164.602
3,0,59,60.3512
26,6,25,26.6378
3,0,15,14.5675
-28,6,245,245.872
-22,5,40,40.9248
6,1,164,164.602
26,6,25,26.6378
3,0,15,14.5675
3,0,59,60.3512
-22,5,40,40.9248
-28,6,245,245.872
10,2,1100,1044.47
2,0,143,144.233
19,4,61,62.4065
12,2,22,22.419
-13,3,1338,1269.23
-15,3,149,149.446
-3,0,99,100.962
-9,2,62,63.1807
2,0,143,144.233
10,2,1100,1044.47
19,4,61,62.4065
12,2,22,22.419
-9,2,62,63.1807
-13,3,1338,1269.23
-3,0,99,100.962
-15,3,149,149.446
2,0,749,732.945
1,0,303,304.902
17,4,288,289.351
7,1,144,145.119
29,7,14,15.6706
1,0,303,304.902
17,4,288,289.351
29,7,14,15.6706
2,0,749,732.945
7,1,144,145.119
9,2,1523,1453.01
32,7,42,44.1626
24,5,46,47.0635
-10,2,1815,1750.75
-2,0,45,45.7837
-4,0,39,39.5405
-23,5,34,34.7861
9,2,1523,1453.01
32,7,42,44.1626
24,5,46,47.0635
-2,0,45,45.7837
-10,2,1815,1750.75
-23,5,34,34.7861
-4,0,39,39.5405
23,5,1316,1268.3
26,6,295,296.453
26,6,118,119.623
15,3,85,86.4785
26,6,74,74.5859
29,7,35,37.0396
-27,6,1487,1458.75
-2,0,67,68.6755
29,7,35,37.0396
26,6,118,119.623
26,6,74,74.5859
26,6,295,296.453
3,0,47,47.8648
11,2,18,18.3428
15,3,85,86.4785
23,5,1316,1268.3
-2,0,67,68.6755
-27,6,1487,1458.75
15,3,24,24.7081
-31,7,128,129.639
-14,3,136,136.74
-26,6,110,110.983
-29,7,37,38.4642
15,3,24,24.7081
-29,7,37,38.4642
-14,3,136,136.74
-26,6,110,110.983
-31,7,128,129.639
8,1,1335,1275.29
5,1,875,840.94
33,8,54,56.984
4,0,77,79.0809
-8,1,165,165.669
-2,0,51,52.0269
-12,2,32,32.6094
5,1,875,840.94
4,0,77,79.0809
8,1,1335,1275.29
33,8,54,56.984
-2,0,51,52.0269
-8,1,165,165.669
-12,2,32,32.6094
7,1,72,73.7568
-3,0,223,224.146
-12,2,222,222.623
-6,1,38,38.9272
7,1,72,73.7568
-6,1,38,38.9272
-3,0,223,224.146
-12,2,222,222.623
28,6,48,49.7239
22,5,38,38.8786
16,3,24,24.7081
2,0,25,24.9729
20,4,19,18.7219
-8,1,248,248.505
-1,0,147,148.547
-6,1,95,96.0618
-15,3,50,51.4753
-2,0,35,35.3783
-13,3,32,32.9442
2,0,25,24.9729
22,5,38,38.8786
16,3,24,24.7081
20,4,19,18.7219
28,6,48,49.7239
-1,0,147,148.547
-13,3,32,32.9442
-2,0,35,35.3783
-6,1,95,96.0618
-15,3,50,51.4753
-19,4,25,24.9626
-8,1,248,248.505
24,5,885,858.711
18,4,133,134.333
10,2,40,40.7617
14,3,20,20.5901
-14,3,1192,1129.35
-5,1,688,674.084
-4,0,51,52.0269
-15,3,42,43.2392
10,2,40,40.7617
14,3,20,20.5901
18,4,133,134.333
24,5,885,858.711
-5,1,688,674.084
-14,3,1192,1129.35
-15,3,42,43.2392
-4,0,51,52.0269
28,6,88,89.3056
15,3,50,51.4753
-29,7,42,44.1626
-28,6,37,39.0688
-16,3,40,41.1802
-29,7,23,24.2182
-28,6,21,23.0861
-17,4,1,2.08022
15,3,50,51.4753
28,6,88,89.3056
-17,4,1,2.08022
-29,7,23,24.2182
-29,7,42,44.1626
-16,3,40,41.1802
-28,6,21,23.0861
-28,6,37,39.0688
3,0,29,29.1351
13,3,18,18.5311
-19,4,33,33.2834
13,3,18,18.5311
3,0,29,29.1351
-19,4,33,33.2834
2,0,319,320.056
8,1,257,257.677
3,0,128,128.858
-7,1,467,466.808
-12,2,419,418.393
-10,2,186,187.267
-9,2,74,75.4092
2,0,319,320.056
3,0,128,128.858
8,1,257,257.677
-9,2,74,75.4092
-10,2,186,187.267
-7,1,467,466.808
-12,2,419,418.393
12,2,201,201.898
17,4,29,29.123
-16,3,94,96.7735
-23,5,72,73.6646
-1,0,49,49.9458
-25,6,11,12.431
17,4,29,29.123
12,2,201,201.898
-1,0,49,49.9458
-25,6,11,12.431
-23,5,72,73.6646
-16,3,94,96.7735
13,3,146,147.157
25,6,99,100.921
-27,6,239,240.334
-28,6,117,118.397
-19,4,104,105.683
13,3,146,147.157
25,6,99,100.921
-19,4,104,105.683
-27,6,239,240.334
-28,6,117,118.397
10,2,547,546.21
10,2,184,185.165
33,8,84,88.3252
-13,3,651,644.671
-21,5,66,67.5259
10,2,184,185.165
10,2,547,546.21
33,8,84,88.3252
-13,3,651,644.671
-21,5,66,67.5259
-28,6,268,269.035
-20,4,261,261.87
-32,7,69,71.23
-37,9,56,56.2344
-3,0,55,56.1891
-3,0,55,56.1891
-32,7,69,71.23
-20,4,261,261.87
-28,6,268,269.035
-37,9,56,56.2344
11,2,107,108.787
9,2,88,89.6758
-3,0,39,39.5405
-28,6,25,26.6378
9,2,88,89.6758
11,2,107,108.787
-3,0,39,39.5405
-28,6,25,26.6378
27,6,360,361.852
17,4,182,182.537
15,3,133,133.219
-17,4,847,808.638
-16,3,606,607.59
17,4,182,182.537
15,3,133,133.219
27,6,360,361.852
-17,4,847,808.638
-16,3,606,607.59
7,1,36,36.8784
-26,6,368,369.461
-18,4,316,316.891
-21,5,81,81.3222
7,1,36,36.8784
-21,5,81,81.3222
-18,4,316,316.891
-26,6,368,369.461
4,0,79,81.162
7,1,64,65.5616
20,4,45,45.7647
6,1,34,34.8296
26,6,23,24.862
9,2,24,24.457
-29,7,137,138.186
-27,6,66,67.4824
-15,3,40,41.1802
-3,0,31,31.2162
9,2,24,24.457
6,1,34,34.8296
26,6,23,24.862
7,1,64,65.5616
4,0,79,81.162
20,4,45,45.7647
-29,7,137,138.186
-3,0,31,31.2162
-15,3,40,41.1802
-27,6,66,67.4824
4,0,25,24.9729
1,0,21,20.8108
1,0,19,18.7297
-31,7,167,168.103
-10,2,94,95.1535
-2,0,49,49.9458
-2,0,27,27.054
-14,3,16,16.4721
1,0,21,20.8108
1,0,19,18.7297
4,0,25,24.9729
-2,0,27,27.054
-2,0,49,49.9458
-10,2,94,95.1535
-14,3,16,16.4721
-31,7,167,168.103
5,1,281,282.109
31,7,58,59.8332
3,0,49,49.9458
-18,4,269,270.702
-15,3,81,82.3605
-15,3,52,53.5343
-25,6,36,37.2929
-8,1,36,36.8784
5,1,281,282.109
31,7,58,59.8332
3,0,49,49.9458
-25,6,36,37.2929
-18,4,269,270.702
-15,3,81,82.3605
-15,3,52,53.5343
-8,1,36,36.8784
9,2,274,275.071
-26,6,154,155.418
-20,4,61,62.4065
9,2,274,275.071
-26,6,154,155.418
-20,4,61,62.4065
5,1,24,24.5856
-28,6,57,58.6032
-2,0,59,60.3512
-9,2,42,42.7998
-4,0,11,10.4054
-12,2,10,10.1904
5,1,24,24.5856
-9,2,42,42.7998
-2,0,59,60.3512
-4,0,11,10.4054
-12,2,10,10.1904
-28,6,57,58.6032
1,0,1531,1486.59
2,0,1511,1465.98
8,1,402,402.056
5,1,14,14.3416
1,0,1531,1486.59
5,1,14,14.3416
2,0,1511,1465.98
8,1,402,402.056
22,5,20,20.4624
-21,5,547,547.316
-23,5,545,545.151
-5,1,98,99.8468
-29,7,44,45.5872
-20,4,39,39.5241
-4,0,31,31.2162
22,5,20,20.4624
-5,1,98,99.8468
-21,5,547,547.316
-29,7,44,45.5872
-23,5,545,545.151
-4,0,31,31.2162
-16,3,28,28.8262
-20,4,39,39.5241
6,1,191,191.984
1,0,157,159.21
7,1,56,57.3664
6,1,34,34.8296
-6,1,137,138.483
-3,0,106,106.996
-11,2,90,91.291
-5,1,48,49.1712
1,0,157,159.21
6,1,34,34.8296
6,1,191,191.984
7,1,56,57.3664
-5,1,48,49.1712
-6,1,137,138.483
-3,0,106,106.996
-11,2,90,91.291
14,3,1104,1047.27
-9,2,1050,998.089
14,3,1104,1047.27
-9,2,1050,998.089
4,0,1151,1111.13
3,0,21,20.8108
-1,0,1530,1485.37
-6,1,1537,1475.86
-9,2,236,237.054
-25,6,181,183.09
-28,6,60,62.1549
-3,0,61,62.4323
3,0,21,20.8108
4,0,1151,1111.13
-1,0,1530,1485.37
-9,2,236,237.054
-25,6,181,183.09
-6,1,1537,1475.86
-3,0,61,62.4323
-28,6,60,62.1549
-26,6,75,76.3617
-16,3,48,49.4163
-9,2,28,28.5332
-19,4,27,27.0428
-9,2,28,28.5332
-26,6,75,76.3617
-19,4,27,27.0428
-16,3,48,49.4163
22,5,122,123.166
11,2,92,93.8739
8,1,48,49.1712
1,0,43,43.7026
15,3,38,39.1212
2,0,35,35.3783
-4,0,323,324.101
-11,2,266,266.855
-32,7,71,72.6546
-33,8,65,68.3808
-24,5,28,28.6474
1,0,43,43.7026
2,0,35,35.3783
22,5,122,123.166
3,0,31,31.2162
11,2,92,93.8739
15,3,38,39.1212
8,1,48,49.1712
-11,2,266,266.855
-32,7,71,72.6546
-4,0,323,324.101
-24,5,28,28.6474
-33,8,65,68.3808
25,6,108,109.737
25,6,108,109.737
6,1,1796,1740.48
22,5,363,363.758
35,8,142,142.643
34,8,122,123.441
2,0,93,94.7678
3,0,59,60.3512
-5,1,655,645.402
-10,2,514,513.56
13,3,30,30.8852
34,8,122,123.441
2,0,93,94.7678
6,1,1796,1740.48
22,5,363,363.758
35,8,142,142.643
3,0,59,60.3512
8,1,16,16.3904
-5,1,655,645.402
-10,2,514,513.56
15,3,235,235.89
28,6,39,40.8446
-1,0,273,273.636
-29,7,38,39.8888
-10,2,22,22.419
15,3,235,235.89
28,6,39,40.8446
-1,0,273,273.636
-29,7,38,39.8888
-10,2,22,22.419
-23,5,303,303.715
-17,4,282,283.46
-31,7,31,32.7658
-5,1,44,45.0736
-5,1,44,45.0736
-17,4,282,283.46
-31,7,31,32.7658
-23,5,303,303.715
12,2,24,24.457
4,0,23,22.8918
-17,4,1558,1486.02
-3,0,1244,1201.07
-6,1,397,396.877
-27,6,188,189.917
-20,4,59,60.3262
-9,2,34,34.6475
4,0,23,22.8918
12,2,24,24.457
-9,2,34,34.6475
-17,4,1558,1486.02
-6,1,397,396.877
-3,0,1244,1201.07
-27,6,188,189.917
-20,4,59,60.3262
14,3,136,136.74
29,7,58,59.8332
-29,7,41,42.738
29,7,58,59.8332
14,3,136,136.74
-29,7,41,42.738
13,3,1095,1039.64
25,6,79,79.9134
12,2,14,14.2666
-3,0,954,923.196
-1,0,160,162.38
-8,1,118,119.136
-14,3,32,32.9442
-18,4,25,24.9626
13,3,1095,1039.64
25,6,79,79.9134
12,2,14,14.2666
-1,0,160,162.38
-14,3,32,32.9442
-18,4,25,24.9626
-3,0,954,923.196
-8,1,118,119.136
-2,0,274,274.644
-14,3,233,233.749
-29,7,21,22.7936
-29,7,21,22.7936
-2,0,274,274.644
-14,3,233,233.749
9,2,32,32.6094
-5,1,44,45.0736
-25,6,21,23.0861
9,2,32,32.6094
-5,1,44,45.0736
-25,6,21,23.0861
26,6,55,56.8273
26,6,55,56.8273
29,7,34,35.615
-28,6,41,42.6205
-15,3,18,18.5311
29,7,34,35.615
-15,3,18,18.5311
-28,6,41,42.6205
4,0,238,238.319
28,6,58,60.379
28,6,48,49.7239
-2,0,122,123.237
-31,7,62,64.107
-29,7,54,55.5594
-8,1,56,57.3664
-26,6,48,49.7239
-15,3,22,22.6491
4,0,238,238.319
28,6,48,49.7239
28,6,58,60.379
-29,7,54,55.5594
-2,0,122,123.237
-18,4,15,14.5615
-26,6,48,49.7239
-31,7,62,64.107
-15,3,22,22.6491
-8,1,12,12.2928
-8,1,56,57.3664
15,3,793,767.65
22,5,743,728.797
8,1,151,152.763
12,2,26,26.4951
22,5,743,728.797
15,3,793,767.65
8,1,151,152.763
12,2,26,26.4951
25,6,315,316.118
18,4,260,260.888
7,1,22,22.5368
13,3,14,14.4131
-17,4,257,257.943
-9,2,52,52.9902
-1,0,31,31.2162
13,3,14,14.4131
25,6,315,316.118
18,4,260,260.888
7,1,22,22.5368
-1,0,31,31.2162
-9,2,52,52.9902
-17,4,257,257.943
25,6,272,273.432
18,4,43,43.6845
13,3,20,20.5901
-25,6,337,337.917
13,3,20,20.5901
25,6,272,273.432
18,4,43,43.6845
-25,6,337,337.917
-1,0,45,45.7837
-8,1,32,32.7808
-10,2,30,30.5713
-20,4,15,14.5615
-1,0,45,45.7837
-10,2,30,30.5713
-8,1,32,32.7808
-20,4,15,14.5615
4,0,293,294.811
28,6,269,270.135
20,4,186,186.584
2,0,15,14.5675
-26,6,116,117.168
-19,4,59,60.3262
-8,1,36,36.8784
2,0,15,14.5675
4,0,293,294.811
20,4,186,186.584
28,6,269,270.135
-26,6,116,117.168
-19,4,59,60.3262
-8,1,36,36.8784
28,6,116,117.168
23,5,34,34.7861
2,0,31,31.2162
-5,1,40,40.976
-20,4,13,12.4813
-7,1,12,12.2928
2,0,31,31.2162
23,5,34,34.7861
28,6,116,117.168
-5,1,40,40.976
-7,1,12,12.2928
-20,4,13,12.4813
2,0,1234,1191.68
13,3,20,20.5901
-16,3,1359,1289.1
-22,5,88,89.4177
-4,0,23,22.8918
13,3,20,20.5901
2,0,1234,1191.68
-22,5,88,89.4177
-4,0,23,22.8918
-16,3,1359,1289.1
13,3,1425,1353.08
16,3,20,20.5901
-3,0,1226,1183.47
-1,0,294,295.82
-12,2,16,16.3047
13,3,1425,1353.08
16,3,20,20.5901
-1,0,294,295.82
-3,0,1226,1183.47
-12,2,16,16.3047
18,4,670,654.978
-10,2,734,713.875
-19,4,21,20.8022
18,4,670,654.978
-10,2,734,713.875
-19,4,21,20.8022
-11,2,905,864.999
-11,2,886,848.474
-32,7,101,102.571
-19,4,37,37.4439
-11,2,886,848.474
-11,2,905,864.999
-19,4,37,37.4439
-32,7,101,102.571
28,6,64,65.7066
2,0,31,31.2162
4,0,21,20.8108
-10,2,195,196.687
-6,1,32,32.7808
-8,1,24,24.5856
2,0,31,31.2162
4,0,21,20.8108
28,6,64,65.7066
-6,1,32,32.7808
-10,2,195,196.687
-8,1,24,24.5856
18,4,115,116.324
31,7,74,75.5038
23,5,89,90.7393
5,1,64,65.5616
-10,2,26,26.4951
5,1,64,65.5616
18,4,115,116.324
31,7,74,75.5038
23,5,89,90.7393
-10,2,26,26.4951
28,6,325,325.933
14,3,264,265.795
24,5,103,103.601
18,4,27,27.0428
-5,1,42,43.0248
-26,6,4,5.32756
14,3,264,265.795
18,4,27,27.0428
24,5,103,103.601
28,6,325,325.933
-5,1,42,43.0248
-26,6,4,5.32756
8,1,601,598.387
7,1,120,121.463
5,1,24,24.5856
-19,4,681,663.653
5,1,24,24.5856
7,1,120,121.463
8,1,601,598.387
-19,4,681,663.653
1,0,61,62.4323
-25,6,97,98.3696
1,0,61,62.4323
-25,6,97,98.3696
17,4,275,276.59
17,4,270,271.683
29,7,41,42.738
