#eta,etabin,lut,func,funcInt
3,0,784,764.775,764
5,1,85,86.0496,86
-27,6,321,322.663,322
-9,2,262,262.748,262
-4,0,201,202.775,202
5,1,85,86.0496,86
6,1,860,827.189,827
3,0,784,764.775,764
-9,2,262,262.748,262
-27,6,321,322.663,322
-4,0,201,202.775,202
28,6,242,242.55,242
28,6,134,135.345,135
25,6,79,79.9134,79
25,6,79,79.9134,79
28,6,134,135.345,135
28,6,242,242.55,242
9,2,265,265.828,265
17,4,61,62.4065,62
-14,3,250,250.853,250
-31,7,58,59.8332,59
-9,2,20,20.3809,20
-9,2,8,8.15235,8
9,2,265,265.828,265
17,4,61,62.4065,62
-9,2,8,8.15235,8
-9,2,20,20.3809,20
-14,3,250,250.853,250
-31,7,58,59.8332,59
17,4,98,99.5554,99
3,0,37,37.4594,37
17,4,27,27.0428,27
-24,5,196,197.446,197
-15,3,194,194.958,194
-20,4,11,10.4011,10
-12,2,6,6.11426,6
17,4,27,27.0428,27
17,4,98,99.5554,99
3,0,37,37.4594,37
-15,3,194,194.958,194
-12,2,6,6.11426,6
-20,4,11,10.4011,10
-24,5,196,197.446,197
10,2,128,128.686,128
14,3,85,86.4785,86
12,2,82,83.5615,83
28,6,55,56.8273,56
23,5,18,18.4162,18
14,3,18,18.5311,18
-18,4,39,39.5241,39
10,2,128,128.686,128
14,3,85,86.4785,86
14,3,18,18.5311,18
23,5,18,18.4162,18
12,2,82,83.5615,83
20,4,17,16.6417,16
28,6,55,56.8273,56
-18,4,39,39.5241,39
25,6,36,37.2929,37
16,3,38,39.1212,39
1,0,39,39.5405,39
13,3,38,39.1212,39
15,3,28,28.8262,28
4,0,23,22.8918,22
-28,6,140,141.299,141
-22,5,52,53.2022,53
-6,1,32,32.7808,32
-19,4,19,18.7219,18
1,0,39,39.5405,39
13,3,38,39.1212,39
25,6,36,37.2929,37
15,3,28,28.8262,28
4,0,23,22.8918,22
8,1,22,22.5368,22
16,3,38,39.1212,39
-6,1,32,32.7808,32
-22,5,52,53.2022,53
-19,4,19,18.7219,18
-28,6,140,141.299,141
22,5,355,355.322,355
-34,8,36,37.0324,37
-15,3,6,6.17703,6
22,5,355,355.322,355
-34,8,36,37.0324,37
-15,3,6,6.17703,6
7,1,448,447.906,447
28,6,34,35.5171,35
-23,5,454,453.858,453
-21,5,91,92.0539,92
-6,1,70,71.708,71
-19,4,35,35.3637,35
-8,1,30,30.732,30
7,1,448,447.906,447
28,6,34,35.5171,35
-21,5,91,92.0539,92
-6,1,70,71.708,71
-19,4,35,35.3637,35
-23,5,454,453.858,453
-8,1,30,30.732,30
19,4,87,89.4492,89
12,2,54,55.0283,55
-3,0,1221,1178.78,1178
-7,1,908,870.866,870
-12,2,216,217.457,217
-15,3,56,57.6523,57
-10,2,14,14.2666,14
19,4,87,89.4492,89
12,2,54,55.0283,55
-10,2,14,14.2666,14
-3,0,1221,1178.78,1178
-7,1,908,870.866,870
-15,3,56,57.6523,57
-12,2,216,217.457,217
29,7,75,76.9284,76
12,2,68,69.2949,69
8,1,52,53.2688,53
19,4,45,45.7647,45
3,0,37,37.4594,37
-5,1,872,838.646,838
-11,2,706,689.962,689
-14,3,142,142.553,142
-29,7,114,115.393,115
29,7,75,76.9284,76
3,0,37,37.4594,37
19,4,45,45.7647,45
8,1,52,53.2688,53
12,2,68,69.2949,69
-5,1,872,838.646,838
-29,7,114,115.393,115
-14,3,142,142.553,142
-11,2,706,689.962,689
16,3,170,170.812,170
24,5,70,71.6184,71
3,0,41,41.6215,41
17,4,11,10.4011,10
-14,3,197,198.217,198
-31,7,78,79.7776,79
-9,2,58,59.1045,59
-5,1,18,18.4392,18
17,4,11,10.4011,10
3,0,41,41.6215,41
16,3,170,170.812,170
24,5,70,71.6184,71
-5,1,18,18.4392,18
-9,2,58,59.1045,59
-14,3,197,198.217,198
-31,7,78,79.7776,79
3,0,47,47.8648,47
-20,4,19,18.7219,18
3,0,47,47.8648,47
-20,4,19,18.7219,18
24,5,46,47.0635,47
24,5,46,47.0635,47
-17,4,232,232.377,232
-25,6,203,203.484,203
-17,4,232,232.377,232
-25,6,203,203.484,203
2,0,15,14.5675,14
-28,6,80,81.6893,81
2,0,15,14.5675,14
-28,6,80,81.6893,81
5,1,795,769.178,769
4,0,25,24.9729,24
-18,4,555,555.672,555
-6,1,136,137.369,137
-5,1,42,43.0248,43
-17,4,41,41.6043,41
-10,2,26,26.4951,26
-5,1,22,22.5368,22
5,1,795,769.178,769
4,0,25,24.9729,24
-5,1,22,22.5368,22
-5,1,42,43.0248,43
-17,4,41,41.6043,41
-6,1,136,137.369,137
-10,2,26,26.4951,26
-18,4,555,555.672,555
-28,6,6,7.10342,7
11,2,105,106.362,106
-9,2,26,26.4951,26
11,2,105,106.362,106
-9,2,26,26.4951,26
13,3,113,113.89,113
11,2,32,32.6094,32
-4,0,71,72.8377,72
13,3,113,113.89,113
11,2,32,32.6094,32
-4,0,71,72.8377,72
29,7,25,27.0674,27
-35,8,63,64.4638,64
-14,3,16,16.4721,16
29,7,25,27.0674,27
-14,3,16,16.4721,16
-35,8,63,64.4638,64
19,4,11,10.4011,10
-14,3,386,387.154,387
-6,1,348,348.46,348
-29,7,31,32.7658,32
19,4,11,10.4011,10
-29,7,31,32.7658,32
-6,1,348,348.46,348
-14,3,386,387.154,387
6,1,153,153.848,153
-10,2,529,528.76,528
-12,2,337,337.929,337
-16,3,52,53.5343,53
6,1,153,153.848,153
-10,2,529,528.76,528
-12,2,337,337.929,337
-16,3,52,53.5343,53
1,0,315,316.013,316
1,0,21,20.8108,20
17,4,19,18.7219,18
-12,2,377,377.444,377
-7,1,38,38.9272,38
1,0,21,20.8108,20
1,0,315,316.013,316
17,4,19,18.7219,18
-7,1,38,38.9272,38
-12,2,377,377.444,377
-18,4,90,91.5295,91
-22,5,16,16.3699,16
-18,4,90,91.5295,91
-22,5,16,16.3699,16
7,1,135,135.133,135
-8,1,112,113.247,113
-11,2,56,57.0664,57
7,1,135,135.133,135
-11,2,56,57.0664,57
-8,1,112,113.247,113
11,2,1247,1183.5,1183
18,4,1125,1063.96,1063
12,2,371,372.225,372
28,6,25,26.6378,26
14,3,1,2.05901,2
-29,7,47,48.4364,48
-8,1,58,59.4152,59
-25,6,44,46.1722,46
14,3,1,2.05901,2
18,4,1125,1063.96,1063
11,2,1247,1183.5,1183
12,2,371,372.225,372
28,6,25,26.6378,26
-25,6,44,46.1722,46
-29,7,47,48.4364,48
-8,1,58,59.4152,59
28,6,85,86.6733,86
26,6,50,51.4998,51
-27,6,82,83.4651,83
-2,0,27,27.054,27
-2,0,15,14.5675,14
26,6,50,51.4998,51
28,6,85,86.6733,86
-2,0,15,14.5675,14
-2,0,27,27.054,27
-27,6,82,83.4651,83
3,0,576,577.659,577
1,0,90,91.5674,91
25,6,28,30.1895,30
-25,6,553,553.313,553
-29,7,45,47.0118,47
-26,6,53,55.0515,55
1,0,90,91.5674,91
25,6,28,30.1895,30
3,0,576,577.659,577
-25,6,553,553.313,553
-29,7,45,47.0118,47
-26,6,53,55.0515,55
23,5,285,285.804,285
2,0,269,269.603,269
24,5,249,249.875,249
2,0,77,79.0809,79
16,3,18,18.5311,18
2,0,77,79.0809,79
2,0,269,269.603,269
23,5,285,285.804,285
16,3,18,18.5311,18
24,5,249,249.875,249
31,7,151,152.432,152
26,6,100,102.191,102
26,6,100,102.191,102
31,7,151,152.432,152
5,1,44,45.0736,45
2,0,15,14.5675,14
-10,2,184,185.165,185
-33,8,128,133.912,133
-34,8,34,35.6608,35
-8,1,48,49.1712,49
5,1,44,45.0736,45
2,0,15,14.5675,14
-34,8,34,35.6608,35
-10,2,184,185.165,185
-8,1,48,49.1712,49
-33,8,128,133.912,133
12,2,1238,1174.71,1174
18,4,364,365.412,365
7,1,127,128.356,128
-19,4,1440,1367.97,1367
-25,6,118,119.623,119
-12,2,124,125.253,125
-13,3,32,32.9442,32
18,4,364,365.412,365
7,1,127,128.356,128
12,2,1238,1174.71,1174
-13,3,32,32.9442,32
-25,6,118,119.623,119
-19,4,1440,1367.97,1367
-12,2,124,125.253,125
28,6,155,156.585,156
17,4,82,83.2086,83
19,4,77,79.0482,79
6,1,54,55.3176,55
1,0,45,45.7837,45
1,0,43,43.7026,43
-13,3,30,30.8852,30
1,0,43,43.7026,43
1,0,45,45.7837,45
17,4,82,83.2086,83
6,1,54,55.3176,55
19,4,77,79.0482,79
28,6,155,156.585,156
-13,3,30,30.8852,30
12,2,2014,1958.55,1958
14,3,211,211.195,211
29,7,69,71.23,71
7,1,52,53.2688,53
20,4,17,16.6417,16
19,4,15,14.5615,14
-15,3,1506,1432.58,1432
29,7,69,71.23,71
14,3,211,211.195,211
7,1,52,53.2688,53
19,4,15,14.5615,14
12,2,2014,1958.55,1958
20,4,17,16.6417,16
-15,3,1506,1432.58,1432
16,3,32,32.9442,32
13,3,22,22.6491,22
20,4,9,8.32086,8
-25,6,48,49.7239,49
13,3,22,22.6491,22
16,3,32,32.9442,32
20,4,9,8.32086,8
-25,6,48,49.7239,49
5,1,561,561.586,561
7,1,70,71.708,71
-7,1,1233,1175.89,1175
-16,3,1002,953.923,953
5,1,561,561.586,561
7,1,70,71.708,71
-7,1,1233,1175.89,1175
-16,3,1002,953.923,953
15,3,241,242.307,242
20,4,192,192.63,192
-12,2,587,587.99,587
15,3,241,242.307,242
20,4,192,192.63,192
-12,2,587,587.99,587
-23,5,144,145.327,145
-17,4,98,99.5554,99
-31,7,21,22.7936,22
-17,4,98,99.5554,99
-31,7,21,22.7936,22
-23,5,144,145.327,145
-1,0,49,49.9458,49
-8,1,28,28.6832,28
-1,0,49,49.9458,49
-8,1,28,28.6832,28
1,0,436,435.341,435
6,1,263,263.787,263
20,4,225,225.47,225
13,3,172,173.028,173
28,6,60,62.1549,62
28,6,32,33.7412,33
-10,2,205,206.057,206
-7,1,54,55.3176,55
-10,2,14,14.2666,14
1,0,436,435.341,435
13,3,172,173.028,173
6,1,263,263.787,263
8,1,26,26.6344,26
20,4,225,225.47,225
28,6,60,62.1549,62
28,6,32,33.7412,33
-10,2,14,14.2666,14
-10,2,205,206.057,206
-7,1,54,55.3176,55
15,3,280,281.798,281
24,5,50,51.156,51
23,5,30,30.6936,30
-26,6,600,601.445,601
-9,2,50,50.9522,50
-4,0,37,37.4594,37
15,3,280,281.798,281
23,5,30,30.6936,30
24,5,50,51.156,51
-9,2,50,50.9522,50
-26,6,600,601.445,601
-4,0,37,37.4594,37
2,0,23,22.8918,22
-28,6,102,103.457,103
2,0,23,22.8918,22
-28,6,102,103.457,103
5,1,30,30.732,30
-28,6,66,67.4824,67
-6,1,58,59.4152,59
5,1,30,30.732,30
-6,1,58,59.4152,59
-28,6,66,67.4824,67
12,2,168,169.286,169
4,0,35,35.3783,35
-1,0,199,200.73,200
-5,1,102,103.571,103
4,0,35,35.3783,35
12,2,168,169.286,169
-1,0,199,200.73,200
-5,1,102,103.571,103
11,2,211,212.281,212
13,3,28,28.8262,28
-18,4,618,610.847,610
-13,3,596,597.226,597
-29,7,20,21.369,21
13,3,28,28.8262,28
11,2,211,212.281,212
-13,3,596,597.226,597
-29,7,20,21.369,21
-18,4,618,610.847,610
28,6,107,108.488,108
28,6,89,90.6142,90
23,5,93,94.6625,94
19,4,27,27.0428,27
13,3,22,22.6491,22
10,2,12,12.2285,12
-2,0,51,52.0269,52
-11,2,34,34.6475,34
-29,7,14,15.6706,15
-12,2,6,6.11426,6
13,3,22,22.6491,22
10,2,12,12.2285,12
19,4,27,27.0428,27
23,5,93,94.6625,94
28,6,107,108.488,108
28,6,89,90.6142,90
-29,7,14,15.6706,15
-2,0,51,52.0269,52
-11,2,34,34.6475,34
-12,2,6,6.11426,6
13,3,1643,1569.38,1569
37,9,161,161.845,161
3,0,51,52.0269,52
3,0,19,18.7297,18
19,4,17,16.6417,16
-22,5,1104,1064.04,1064
-16,3,273,274.329,274
-29,7,21,22.7936,22
-15,3,24,24.7081,24
13,3,1643,1569.38,1569
3,0,51,52.0269,52
3,0,19,18.7297,18
19,4,17,16.6417,16
37,9,161,161.845,161
-29,7,21,22.7936,22
-22,5,1104,1064.04,1064
-15,3,24,24.7081,24
-16,3,273,274.329,274
19,4,978,927.551,927
19,4,63,64.4867,64
17,4,11,10.4011,10
-28,6,935,917.819,917
-29,7,62,64.107,64
-28,6,67,69.2583,69
-18,4,27,27.0428,27
17,4,11,10.4011,10
19,4,63,64.4867,64
19,4,978,927.551,927
-29,7,62,64.107,64
-18,4,27,27.0428,27
-28,6,935,917.819,917
-28,6,67,69.2583,69
4,0,769,751.582,751
6,1,81,81.952,81
-11,2,761,737.929,737
6,1,81,81.952,81
4,0,769,751.582,751
-11,2,761,737.929,737
12,2,1645,1575.8,1575
-12,2,1657,1587.79,1587
-9,2,64,65.2188,65
-23,5,38,38.8786,38
12,2,1645,1575.8,1575
-9,2,64,65.2188,65
-23,5,38,38.8786,38
-12,2,1657,1587.79,1587
7,1,190,190.942,190
33,8,145,151.008,151
7,1,38,38.9272,38
11,2,12,12.2285,12
20,4,1,2.08022,2
-28,6,37,39.0688,39
-6,1,40,40.976,40
-12,2,30,30.5713,30
-1,0,27,27.054,27
-2,0,17,16.6486,16
7,1,38,38.9272,38
7,1,190,190.942,190
11,2,12,12.2285,12
20,4,1,2.08022,2
33,8,145,151.008,151
-1,0,27,27.054,27
-2,0,17,16.6486,16
-6,1,40,40.976,40
-12,2,30,30.5713,30
-28,6,37,39.0688,39
12,2,434,433.2,433
12,2,32,32.6094,32
4,0,11,10.4054,10
-3,0,382,383.02,383
-32,7,21,22.7936,22
-4,0,23,22.8918,22
4,0,11,10.4054,10
12,2,32,32.6094,32
12,2,434,433.2,433
-3,0,382,383.02,383
-32,7,21,22.7936,22
-4,0,23,22.8918,22
28,6,80,81.6893,81
32,7,45,47.0118,47
8,1,32,32.7808,32
-9,2,278,279.18,279
-17,4,163,164.101,164
-28,6,97,98.3696,98
-26,6,95,95.8019,95
-37,9,51,52.1197,52
-17,4,11,10.4011,10
32,7,45,47.0118,47
8,1,32,32.7808,32
28,6,80,81.6893,81
-9,2,278,279.18,279
-17,4,163,164.101,164
-17,4,11,10.4011,10
-26,6,95,95.8019,95
-28,6,97,98.3696,98
-37,9,51,52.1197,52
18,4,67,68.6471,68
-2,0,294,295.82,295
-25,6,267,267.935,267
-13,3,32,32.9442,32
-2,0,25,24.9729,24
18,4,67,68.6471,68
-13,3,32,32.9442,32
-25,6,267,267.935,267
-2,0,294,295.82,295
-2,0,25,24.9729,24
10,2,85,87.6377,87
-22,5,968,935.683,935
-7,1,574,574.537,574
10,2,85,87.6377,87
-22,5,968,935.683,935
-7,1,574,574.537,574
4,0,49,49.9458,49
25,6,27,28.4137,28
14,3,24,24.7081,24
-28,6,126,126.927,126
-33,8,84,88.3252,88
-16,3,22,22.6491,22
25,6,27,28.4137,28
14,3,24,24.7081,24
4,0,49,49.9458,49
-16,3,22,22.6491,22
-28,6,126,126.927,126
-33,8,84,88.3252,88
13,3,113,113.89,113
33,8,40,42.738,42
5,1,40,40.976,40
-28,6,471,471.593,471
-28,6,355,356.415,356
-3,0,39,39.5405,39
-9,2,28,28.5332,28
5,1,40,40.976,40
13,3,113,113.89,113
33,8,40,42.738,42
-9,2,28,28.5332,28
-3,0,39,39.5405,39
-28,6,471,471.593,471
-28,6,355,356.415,356
24,5,157,157.796,157
4,0,125,126.619,126
25,6,106,107.235,107
28,6,72,72.81,72
5,1,56,57.3664,57
2,0,31,31.2162,31
-9,2,229,229.844,229
-12,2,30,30.5713,30
5,1,56,57.3664,57
25,6,106,107.235,107
2,0,31,31.2162,31
6,1,14,14.3416,14
4,0,125,126.619,126
24,5,157,157.796,157
28,6,72,72.81,72
-9,2,229,229.844,229
-12,2,30,30.5713,30
-9,2,1960,1901.66,1901
-13,3,1960,1894.71,1894
-7,1,34,34.8296,34
-9,2,1960,1901.66,1901
-13,3,1960,1894.71,1894
-7,1,34,34.8296,34
3,0,378,378.939,378
26,6,153,154.25,154
18,4,19,18.7219,18
-17,4,294,295.245,295
-15,3,150,150.586,150
-20,4,49,49.9252,49
-15,3,16,16.4721,16
-15,3,10,10.2951,10
18,4,19,18.7219,18
26,6,153,154.25,154
3,0,378,378.939,378
-17,4,294,295.245,295
-15,3,10,10.2951,10
-15,3,150,150.586,150
-15,3,16,16.4721,16
-20,4,49,49.9252,49
21,5,215,216.843,216
1,0,210,211.955,211
15,3,22,22.6491,22
-18,4,45,45.7647,45
1,0,210,211.955,211
21,5,215,216.843,216
15,3,22,22.6491,22
-18,4,45,45.7647,45
11,2,226,226.751,226
2,0,173,174.951,174
16,3,40,41.1802,41
-9,2,34,34.6475,34
2,0,173,174.951,174
11,2,226,226.751,226
16,3,40,41.1802,41
-9,2,34,34.6475,34
2,0,1190,1148.38,1148
5,1,178,179.431,179
-7,1,1006,961.702,961
-3,0,59,60.3512,60
5,1,178,179.431,179
2,0,1190,1148.38,1148
-3,0,59,60.3512,60
-7,1,1006,961.702,961
14,3,52,53.5343,53
14,3,20,20.5901,20
-17,4,121,122.06,122
-24,5,66,67.5259,67
-3,0,35,35.3783,35
-13,3,12,12.3541,12
14,3,20,20.5901,20
14,3,52,53.5343,53
-13,3,12,12.3541,12
-17,4,121,122.06,122
-3,0,35,35.3783,35
-24,5,66,67.5259,67
5,1,3500,3651.41,3651
12,2,987,940.092,940
2,0,131,132.194,132
29,7,1,2.8492,2
-9,2,2170,2125.59,2125
-11,2,268,268.909,268
-32,7,86,88.3252,88
-22,5,52,53.2022,53
-18,4,27,27.0428,27
-12,2,12,12.2285,12
5,1,3500,3651.41,3651
29,7,1,2.8492,2
2,0,131,132.194,132
12,2,987,940.092,940
-5,1,12,12.2928,12
-9,2,2170,2125.59,2125
-18,4,27,27.0428,27
-22,5,52,53.2022,53
-11,2,268,268.909,268
-32,7,86,88.3252,88
-12,2,12,12.2285,12
6,1,54,55.3176,55
-17,4,388,388.38,388
-9,2,291,291.513,291
6,1,54,55.3176,55
-9,2,291,291.513,291
-17,4,388,388.38,388
11,2,2759,2779.61,2779
11,2,1422,1352.91,1352
11,2,1422,1352.91,1352
11,2,2759,2779.61,2779
6,1,42,43.0248,43
10,2,18,18.3428,18
-29,7,30,31.3412,31
-13,3,26,26.7672,26
6,1,42,43.0248,43
10,2,18,18.3428,18
-13,3,26,26.7672,26
-29,7,30,31.3412,31
8,1,154,154.93,154
8,1,28,28.6832,28
-15,3,46,47.3573,47
-9,2,24,24.457,24
8,1,154,154.93,154
8,1,28,28.6832,28
-9,2,24,24.457,24
-15,3,46,47.3573,47
8,1,166,166.735,166
26,6,121,122.067,122
10,2,117,118.295,118
9,2,30,30.5713,30
-24,5,64,65.4797,65
-15,3,8,8.23605,8
9,2,30,30.5713,30
10,2,117,118.295,118
26,6,121,122.067,122
8,1,166,166.735,166
-15,3,8,8.23605,8
-24,5,64,65.4797,65
23,5,84,84.0543,84
26,6,67,69.2583,69
8,1,26,26.6344,26
-2,0,1141,1100.69,1100
-3,0,1139,1099.53,1099
-16,3,66,67.9474,67
-13,3,40,41.1802,41
26,6,67,69.2583,69
23,5,84,84.0543,84
8,1,26,26.6344,26
-13,3,40,41.1802,41
-2,0,1141,1100.69,1100
-3,0,1139,1099.53,1099
-16,3,66,67.9474,67
1,0,208,209.918,209
-26,6,139,140.112,140
-25,6,46,47.9481,47
-3,0,51,52.0269,52
1,0,208,209.918,209
-25,6,46,47.9481,47
-26,6,139,140.112,140
-3,0,51,52.0269,52
17,4,19,18.7219,18
-5,1,400,399.984,399
-21,5,334,334.249,334
17,4,19,18.7219,18
-5,1,400,399.984,399
-21,5,334,334.249,334
1,0,275,275.652,275
1,0,247,247.411,247
1,0,196,197.659,197
26,6,96,97.0879,97
29,7,41,42.738,42
1,0,61,62.4323,62
-26,6,111,112.226,112
-31,7,68,69.8054,69
-3,0,57,58.2702,58
-25,6,7,8.87927,8
1,0,275,275.652,275
1,0,61,62.4323,62
1,0,247,247.411,247
1,0,196,197.659,197
29,7,41,42.738,42
10,2,26,26.4951,26
26,6,96,97.0879,97
20,4,29,29.123,29
-25,6,7,8.87927,8
-26,6,111,112.226,112
-31,7,68,69.8054,69
-3,0,57,58.2702,58
13,3,32,32.9442,32
-10,2,277,278.153,278
-12,2,176,177.783,177
-21,5,62,63.4334,63
13,3,32,32.9442,32
-21,5,62,63.4334,63
-10,2,277,278.153,278
-12,2,176,177.783,177
24,5,513,512.773,512
14,3,254,255.124,255
13,3,174,175.24,175
7,1,130,130.627,130
17,4,61,62.4065,62
13,3,174,175.24,175
17,4,61,62.4065,62
14,3,254,255.124,255
7,1,130,130.627,130
24,5,513,512.773,512
28,6,149,150.736,150
19,4,25,24.9626,24
3,0,17,16.6486,16
-31,7,79,81.2022,81
-4,0,45,45.7837,45
-12,2,26,26.4951,26
-17,4,7,6.24065,6
3,0,17,16.6486,16
19,4,25,24.9626,24
28,6,149,150.736,150
-17,4,7,6.24065,6
-31,7,79,81.2022,81
-4,0,45,45.7837,45
-12,2,26,26.4951,26
4,0,35,35.3783,35
6,1,6,6.1464,6
-26,6,203,203.484,203
-9,2,146,146.574,146
-5,1,60,61.464,61
-3,0,51,52.0269,52
-15,3,36,37.0622,37
6,1,6,6.1464,6
4,0,35,35.3783,35
-5,1,60,61.464,61
-9,2,146,146.574,146
-26,6,203,203.484,203
-3,0,51,52.0269,52
-15,3,36,37.0622,37
15,3,36,37.0622,37
9,2,16,16.3047,16
9,2,16,16.3047,16
15,3,36,37.0622,37
10,2,517,515.727,515
13,3,489,488.451,488
23,5,56,57.2947,57
6,1,40,40.976,40
13,3,489,488.451,488
6,1,40,40.976,40
10,2,517,515.727,515
23,5,56,57.2947,57
2,0,23,22.8918,22
13,3,22,22.6491,22
12,2,18,18.3428,18
-6,1,36,36.8784,36
13,3,22,22.6491,22
2,0,23,22.8918,22
12,2,18,18.3428,18
-6,1,36,36.8784,36
12,2,40,40.7617,40
18,4,33,33.2834,33
18,4,33,33.2834,33
12,2,40,40.7617,40
25,6,484,484.646,484
16,3,315,315.998,315
19,4,27,27.0428,27
-19,4,717,695.275,695
-35,8,71,72.6932,72
25,6,484,484.646,484
19,4,27,27.0428,27
16,3,315,315.998,315
-35,8,71,72.6932,72
-19,4,717,695.275,695
16,3,48,49.4163,49
19,4,47,47.8449,47
-18,4,146,147.301,147
-21,5,72,73.6646,73
-5,1,18,18.4392,18
19,4,47,47.8449,47
16,3,48,49.4163,49
-5,1,18,18.4392,18
-21,5,72,73.6646,73
-18,4,146,147.301,147
5,1,42,43.0248,43
-23,5,456,455.991,455
-28,6,385,385.761,385
5,1,42,43.0248,43
-23,5,456,455.991,455
-28,6,385,385.761,385
26,6,498,497.706,497
1,0,154,156.028,156
-17,4,443,442.885,442
-8,1,48,49.1712,49
-6,1,22,22.5368,22
1,0,154,156.028,156
26,6,498,497.706,497
-17,4,443,442.885,442
-6,1,22,22.5368,22
-8,1,48,49.1712,49
11,2,603,601.282,601
31,7,182,183.773,183
-20,4,682,664.739,664
-12,2,125,126.401,126
-27,6,88,89.3056,89
-9,2,22,22.419,22
31,7,182,183.773,183
11,2,603,601.282,601
-9,2,22,22.419,22
-27,6,88,89.3056,89
-12,2,125,126.401,126
-20,4,682,664.739,664
9,2,130,130.959,130
28,6,96,97.0879,97
28,6,51,53.2756,53
2,0,55,56.1891,56
28,6,41,42.6205,42
14,3,38,39.1212,39
-12,2,207,208.134,208
-28,6,50,51.4998,51
9,2,130,130.959,130
2,0,55,56.1891,56
14,3,38,39.1212,39
16,3,30,30.8852,30
28,6,51,53.2756,53
28,6,41,42.6205,42
28,6,96,97.0879,97
-12,2,207,208.134,208
-28,6,50,51.4998,51
26,6,344,345.536,345
26,6,308,309.569,309
20,4,219,219.538,219
28,6,122,123.286,123
1,0,31,31.2162,31
1,0,31,31.2162,31
26,6,344,345.536,345
26,6,308,309.569,309
20,4,219,219.538,219
28,6,122,123.286,123
9,2,1073,1018.79,1018
9,2,975,929.293,929
1,0,533,532.205,532
-9,2,134,134.346,134
-8,1,60,61.464,61
1,0,533,532.205,532
9,2,975,929.293,929
9,2,1073,1018.79,1018
-9,2,134,134.346,134
-8,1,60,61.464,61
20,4,97,98.3082,98
3,0,35,35.3783,35
8,1,32,32.7808,32
19,4,7,6.24065,6
-29,7,65,66.9562,66
-21,5,88,89.4177,89
-7,1,64,65.5616,65
-14,3,38,39.1212,39
3,0,35,35.3783,35
19,4,7,6.24065,6
8,1,32,32.7808,32
20,4,97,98.3082,98
-21,5,88,89.4177,89
-29,7,65,66.9562,66
-14,3,38,39.1212,39
-7,1,64,65.5616,65
20,4,886,843.738,843
3,0,59,60.3512,60
1,0,15,14.5675,14
-6,1,683,669.659,669
1,0,15,14.5675,14
3,0,59,60.3512,60
20,4,886,843.738,843
-6,1,683,669.659,669
36,9,197,197.506,197
20,4,55,56.1658,56
23,5,24,24.5549,24
8,1,10,10.244,10
-20,4,985,933.35,933
-5,1,760,737.631,737
-27,6,100,102.191,102
-5,1,102,103.571,103
23,5,24,24.5549,24
36,9,197,197.506,197
8,1,10,10.244,10
20,4,55,56.1658,56
-5,1,102,103.571,103
-5,1,760,737.631,737
-27,6,100,102.191,102
-20,4,985,933.35,933
10,2,144,144.371,144
4,0,11,10.4054,10
-1,0,192,193.555,193
10,2,144,144.371,144
4,0,11,10.4054,10
-1,0,192,193.555,193
27,6,153,154.25,154
24,5,76,77.7571,77
4,0,65,66.5945,66
8,1,44,45.0736,45
27,6,153,154.25,154
4,0,65,66.5945,66
8,1,44,45.0736,45
24,5,76,77.7571,77
36,9,66,67.2069,67
13,3,52,53.5343,53
3,0,39,39.5405,39
1,0,33,33.2972,33
28,6,18,19.5344,19
-28,6,447,447.678,447
-10,2,361,361.804,361
-14,3,72,74.1244,74
-20,4,63,64.4867,64
-8,1,40,40.976,40
-13,3,18,18.5311,18
1,0,33,33.2972,33
13,3,52,53.5343,53
3,0,39,39.5405,39
36,9,66,67.2069,67
28,6,18,19.5344,19
-13,3,18,18.5311,18
-10,2,361,361.804,361
-14,3,72,74.1244,74
-8,1,40,40.976,40
-20,4,63,64.4867,64
-28,6,447,447.678,447
-8,1,60,61.464,61
-6,1,26,26.6344,26
-6,1,26,26.6344,26
-8,1,60,61.464,61
11,2,56,57.0664,57
11,2,32,32.6094,32
-26,6,1008,987.805,987
-14,3,766,743.711,743
-26,6,57,58.6032,58
-8,1,62,63.5128,63
-29,7,24,25.6428,25
-3,0,35,35.3783,35
11,2,32,32.6094,32
11,2,56,57.0664,57
-29,7,24,25.6428,25
-6,1,12,12.2928,12
-14,3,766,743.711,743
-14,3,28,28.8262,28
-26,6,57,58.6032,58
-26,6,1008,987.805,987
-3,0,35,35.3783,35
-8,1,62,63.5128,63
9,2,2837,2868.15,2868
3,0,1815,1777.06,1777
28,6,122,123.286,123
1,0,111,111.724,111
16,3,68,70.0064,70
3,0,39,39.5405,39
-28,6,106,107.235,107
-31,7,52,54.1348,54
1,0,111,111.724,111
9,2,2837,2868.15,2868
3,0,39,39.5405,39
3,0,1815,1777.06,1777
16,3,68,70.0064,70
20,4,21,20.8022,20
28,6,14,15.9827,15
28,6,122,123.286,123
-31,7,52,54.1348,54
-28,6,106,107.235,107
3,0,195,196.634,196
21,5,165,165.627,165
8,1,58,59.4152,59
20,4,21,20.8022,20
9,2,20,20.3809,20
6,1,14,14.3416,14
-19,4,65,66.5669,66
9,2,20,20.3809,20
21,5,165,165.627,165
6,1,14,14.3416,14
3,0,195,196.634,196
8,1,58,59.4152,59
20,4,21,20.8022,20
-19,4,65,66.5669,66
8,1,1150,1097.22,1097
1,0,1045,1008.51,1008
16,3,198,199.302,199
1,0,43,43.7026,43
2,0,21,20.8108,20
-1,0,1644,1601.32,1601
